date,temperature,temperature_min,temperature_max,wind_speed
1/30/18,21.5,18,35.1,11.8
1/31/18,20.5,10,30,6.1
2/1/18,29.6,26.1,35.1,6.8
2/2/18,28.5,10,37.9,9.6
2/3/18,9.7,1.9,21.9,7.4
2/4/18,29.6,19.9,41,9.3
2/5/18,38.1,21,43,8.8
2/6/18,23,17.1,43,5
2/7/18,22.1,16,30.9,5.6
2/8/18,22.2,16,28,7.4
2/9/18,18.6,8.1,28,5.9
2/10/18,31.4,24.1,39.9,2.8
2/11/18,35.5,24.1,41,5.8
2/12/18,35.2,30,37.9,7.6
2/13/18,23.9,17.1,37.9,5.6
2/14/18,31.7,17.1,45,7.3
2/15/18,36.2,25,45,4.1
2/16/18,40.5,25,46,2.3
2/17/18,28.1,19.9,46,7.8
2/18/18,34.3,19.9,39.9,8.2
2/19/18,29.3,16,42.1,5.7
2/20/18,40.8,37,44.1,3.2
2/21/18,45.5,35.1,68,4.6
2/22/18,40.9,32,68,7.1
2/23/18,31.3,24.1,45,5.6
2/24/18,39.8,24.1,52,7.5
2/25/18,33.9,30,52,8.6
2/26/18,37.9,30,50,6.9
2/27/18,36.8,25,50,5.1
2/28/18,42.8,25,57.9,5.9
3/1/18,42.2,34,57.9,4.2
3/2/18,36.5,32,52,16.4
3/3/18,39.3,32,44.1,16.5
3/4/18,38.9,35.1,44.1,11.5
3/5/18,36.3,30.2,42.1,12.4
3/6/18,34.3,30.9,43,8
3/7/18,33.1,30.2,37,11
3/8/18,31.1,28.4,33.8,14.3
3/9/18,29.6,19.9,35.1,4.9
3/10/18,31.7,19.9,39,8.4
3/11/18,34.9,21.9,41,8
3/12/18,32.3,23,41,8
3/13/18,32.4,23,37,16.1
3/14/18,33.3,28,37.9,9.2
3/15/18,34.9,32,39.9,9.9
3/16/18,32.2,26.1,39.9,9.3
3/17/18,24.1,19.9,36,14.3
3/18/18,18.1,8.1,30,7.9
3/19/18,21.6,8.1,33.1,7.9
3/20/18,28,10,42.1,7.6
3/21/18,31.5,16,50,9.7
3/22/18,36.5,26.1,43,12.5
3/23/18,37.5,27,46,7.2
3/24/18,39.1,27,46,6.8
3/25/18,34.6,30,45,10.6
3/26/18,32.6,24.1,41,7
3/27/18,33.6,21,46.9,4.5
3/28/18,40.2,21,48,3.7
3/29/18,39.1,28.9,50,3.8
3/30/18,45.9,28.9,57.9,4.2
3/31/18,42.9,35.1,57.9,9.9
4/1/18,46.2,35.1,57,13.3
4/2/18,34,30.9,41,4.8
4/3/18,35,27,45,6.4
4/4/18,38.2,28,45,5
4/5/18,35.1,26.1,44.1,14.8
4/6/18,31.4,23,39.9,9.1
4/7/18,38.8,23,46,8.2
4/8/18,35.7,26.1,46,7.1
4/9/18,33.7,26.1,44.1,8.7
4/10/18,34.8,26.1,43,8.7
4/11/18,34.9,25,45,6.4
4/12/18,41,25,50,7.1
4/13/18,49.6,28,62.1,7.6
4/14/18,45.5,35.1,62.1,7.5
4/15/18,30.2,26.6,35.1,8.9
4/16/18,35.2,27,43,17.7
4/17/18,44.4,33.1,46.9,9
4/18/18,42.5,34,53.1,9.5
4/19/18,43.1,34,53.1,6.1
4/20/18,42.9,35.1,52,12.3
4/21/18,44.6,30.9,57,9.2
4/22/18,47,30.9,60.1,8.2
4/23/18,47.6,32,62.1,7
4/24/18,49.3,32,64,9
4/25/18,49.6,36,64,7.7
4/26/18,52.7,46.4,66,7.4
4/27/18,50.7,39.9,66.9,5.4
4/28/18,50.4,39.9,60.1,5.9
4/29/18,47.2,45,60.1,4.7
4/30/18,43.7,37,52,4
5/1/18,46,33.1,60.1,5.3
5/2/18,66.8,48,89.1,5.7
5/3/18,72.5,48.9,90,6
5/4/18,55.2,50,80.1,4.2
5/5/18,62.1,50,73,9.3
5/6/18,58.8,48.9,73,4.2
5/7/18,55.4,48.9,66.9,5.9
5/8/18,50.1,39.9,64,5.3
5/9/18,50.3,39.9,62.1,4.8
5/10/18,48.3,43,60.1,5.7
5/11/18,58,43,64.9,7.5
5/12/18,48.6,35.1,64.9,4.5
5/13/18,47.8,35.1,57,4.7
5/14/18,52.7,37,61,8.9
5/15/18,60.2,48.9,75.9,6.8
5/16/18,53.5,48,75.9,7
5/17/18,56.5,46.9,71.1,4.5
5/18/18,56.3,46.9,71.1,7.7
5/19/18,48.4,37,61,5.1
5/20/18,60.2,37,79,6.8
5/21/18,63.3,44.1,79,6.3
5/22/18,58.3,44.1,78.1,4.1
5/23/18,62.3,50,78.1,6.3
5/24/18,54.3,48.9,60.1,8.5
5/25/18,67.5,48.9,88,7.5
5/26/18,71.5,66.9,80.1,4.2
5/27/18,55.5,48,75,9
5/28/18,51.2,48,57.9,7
5/29/18,66.9,48,86,6.5
5/30/18,62.9,53.1,86,6.1
5/31/18,62.6,52,77,7.3
6/1/18,69.1,52,80.1,8.6
6/2/18,72.7,62.1,82.9,7.1
6/3/18,58.1,51.1,82.9,8
6/4/18,49.9,46.9,60.1,9
6/5/18,49,46,55,5.7
6/6/18,53.5,50,62.6,3.5
6/7/18,56.5,50,64,5.1
6/8/18,64.2,50,78.1,6.5
6/9/18,63.8,46.9,78.8,5.8
6/10/18,61.6,46,78.1,5.8
6/11/18,59.3,46.9,73,6.8
6/12/18,65,46.9,84,6.7
6/13/18,71.3,62.1,80.1,11.2
6/14/18,67.8,55,82,8
6/15/18,58.7,52,75,6.4
6/16/18,68.8,51.1,84.9,6.8
6/17/18,64.2,51.1,84.9,7.2
6/18/18,67.8,54,91,6.7
6/19/18,73.3,55,91,11.6
6/20/18,66.7,51.1,78.1,7.3
6/21/18,67.5,51.1,78.1,5.8
6/22/18,61.8,51.1,73.9,6.4
6/23/18,59.4,51.1,70,3.5
6/24/18,61.5,53.1,73,4.2
6/25/18,64.7,54,73,6.5
6/26/18,62.6,50,75.9,6.4
6/27/18,67.2,50,82,6.5
6/28/18,64.6,54,82,9.9
6/29/18,72.7,61,84.9,5.2
6/30/18,74.6,64,84.9,6.8
7/1/18,78,64.9,88,6.7
7/2/18,70.8,66,88,6
7/3/18,74.5,64,88,3.8
7/4/18,81.2,64,93,4.8
7/5/18,79.4,66.9,93,7.4
7/6/18,79.3,66.9,89.1,9.5
7/7/18,66,51.1,87.1,8.6
7/8/18,67.4,51.1,80.1,5.5
7/9/18,71.5,52,84,6.4
7/10/18,74,57.9,89.1,4.5
7/11/18,72.5,59,89.1,7.2
7/12/18,68.8,57.9,81,5.7
7/13/18,69.4,57.9,81,6.5
7/14/18,64.3,55.9,75.9,4.5
7/15/18,67.8,55.9,75,3.8
7/16/18,68.3,62.1,78.1,4
7/17/18,69,62.1,80.1,3.7
7/18/18,72,64,80.1,7.3
7/19/18,68.2,53.1,80.1,6.4
7/20/18,68.3,53.1,81,5
7/21/18,66.2,54,81,3.9
7/22/18,62.6,54,75.9,5.6
7/23/18,71.8,57.9,78.1,7.6
7/24/18,71.1,68,78.1,7.1
7/25/18,72.1,68,79,8.5
7/26/18,71.8,68,79,9.3
7/27/18,73,61,81,4
7/28/18,73.3,61,81,4.9
7/29/18,72.9,64,82,4.3
7/30/18,70.9,59,82,4.9
7/31/18,72.5,59,82,4.1
8/1/18,70.7,63,82,3.9
8/2/18,78.2,64,90,7
8/3/18,79,71.1,90,5.1
8/4/18,72.6,69.1,87.1,3.8
8/5/18,73.3,66,82.9,3.5
8/6/18,78.4,66,93,3.7
8/7/18,81.5,66,93,4.7
8/8/18,77.7,71.1,93,4.9
8/9/18,77.8,71.1,88,4.7
8/10/18,75.6,66.9,88,4.4
8/11/18,67,57.9,82.9,2.9
8/12/18,66.7,57.9,75,5.8
8/13/18,67.8,64,71.1,5
8/14/18,67.6,64.4,73.9,5.3
8/15/18,72.6,64.9,82.9,2.9
8/16/18,76.1,69.1,84.9,3.6
8/17/18,68,57.9,84.9,3.3
8/18/18,73.6,57.9,82,6
8/19/18,67.8,57.9,82,6.8
8/20/18,66.6,57.9,75,5.4
8/21/18,63.8,55.9,73,3.6
8/22/18,67.7,55.9,79,4.2
8/23/18,68.2,59,79,5.1
8/24/18,66.6,54,80.1,4.8
8/25/18,68.3,54,80.1,4.5
8/26/18,68.8,57.9,77,5.9
8/27/18,74.5,61,86,4.7
8/28/18,79.5,64.9,93,4.7
8/29/18,81.5,70,93,6.2
8/30/18,77,70,89.1,6.7
8/31/18,64,55.9,82.9,5.7
9/1/18,61.5,51.1,71.1,3.2
9/2/18,67,51.1,78.1,4.7
9/3/18,76.5,57.9,90,4.8
9/4/18,77.6,66,90,4.7
9/5/18,73,64.9,87.1,4.7
9/6/18,76.9,64.9,91.9,5.8
9/7/18,66.1,59,73.9,5.5
9/8/18,61.6,57,70,5.2
9/9/18,55.4,46,66.9,5.7
9/10/18,54.5,46,63,6.5
9/11/18,63.3,46,73.9,7.6
9/12/18,67.5,57,73.9,3.1
9/13/18,68.1,64.4,75,2.7
9/14/18,66.7,57.9,77,2.7
9/15/18,62.3,54,77,2.7
9/16/18,68.8,54,84,2.4
9/17/18,69.7,63,81,4.4
9/18/18,70.8,66.2,75.9,5.3
9/19/18,62.3,57,77,6.3
9/20/18,58.4,55.4,62.1,6.1
9/21/18,58.7,52,66,5
9/22/18,65.1,53.1,71.1,10.5
9/23/18,53.2,41,71.1,4.3
9/24/18,51.3,46.9,55,7.5
9/25/18,50.1,41,61,5.4
9/26/18,67.4,60.1,75,8.8
9/27/18,64.5,57,75,6.8
9/28/18,57.7,54,70,3.7
9/29/18,56.2,45,69.1,3.8
9/30/18,55.4,45,69.1,3.4
10/1/18,52.2,46,66,4
10/2/18,51.7,50,54,5.7
10/3/18,54.3,48.9,68,5.2
10/4/18,59.1,50,68,5.7
10/5/18,56.2,46.9,64.9,7.2
10/6/18,50.5,42.1,63,4.1
10/7/18,59.3,55.9,64.4,6
10/8/18,51.6,46.9,64,6.6
10/9/18,62.6,46.9,82,7.9
10/10/18,73.9,50,84,6.2
10/11/18,53.7,51.1,59,8.5
10/12/18,52.8,50,60.1,5.8
10/13/18,44.8,37.9,60.1,4.7
10/14/18,44.4,33.1,57,4.8
10/15/18,45.7,33.1,60.1,4
10/16/18,53.5,33.1,63,12.1
10/17/18,46,39,57.9,7.1
10/18/18,39.7,33.1,57.9,11.6
10/19/18,41.4,30,57,5.3
10/20/18,56.3,50,64,9.1
10/21/18,43.2,35.1,64,7.7
10/22/18,37.9,28.9,48.9,6.4
10/23/18,42.3,28.9,52,4.3
10/24/18,42.6,37,52,9.4
10/25/18,39,28,46.9,8.7
10/26/18,34.9,25,46.9,7
10/27/18,37.6,25,46,8.3
10/28/18,40.3,35.1,45,8.2
10/29/18,45,37,51.1,3.6
10/30/18,41.9,35.1,51.1,6
10/31/18,39.4,28.9,48.9,4.1
11/1/18,45.9,28.9,50,2.1
11/2/18,48.8,42.1,50,4
11/3/18,49.6,46.4,57.9,8.4
11/4/18,44.5,37,57.9,9.5
11/5/18,36.8,30.9,51.1,4.1
11/6/18,44.2,30.9,48.9,5.1
11/7/18,53,39.9,61,7.3
11/8/18,48.6,41,61,8.1
11/9/18,39.1,27,55,4.2
11/10/18,42.6,27,46.9,14.1
11/11/18,35.8,28.9,46,11.1
11/12/18,33,21,46.9,3.1
11/13/18,39.8,33.1,51.8,4.9
11/14/18,29.8,21,51.1,13.1
11/15/18,22.4,15.1,36,4.5
11/16/18,30.1,27,35.6,11.5
11/17/18,36.4,30,45,5.9
11/18/18,34.7,28.9,41,4.5
11/19/18,32.6,30.2,35.1,2.2
11/20/18,33.3,30.9,35.1,5.9
11/21/18,29.1,24.1,35.1,7.5
11/22/18,14,6.1,28,14.4
11/23/18,15.8,3.9,28,5.6
11/24/18,26.6,3.9,39,4.5
11/25/18,35,30.9,37.4,4.2
11/26/18,35.2,34,37.4,8.5
11/27/18,36.5,33.1,46.9,12.3
11/28/18,35.8,30.9,46.9,6.3
11/29/18,38.5,30.9,43,9.8
11/30/18,33.3,24.1,43,2.7
12/1/18,36.3,24.1,43,4.4
12/2/18,38.7,30,46.4,6.7
12/3/18,40.8,33.1,53.1,4.7
12/4/18,33.7,25,53.1,10.5
12/5/18,23.6,15.1,35.1,3
12/6/18,26.7,15.1,37.9,3.1
12/7/18,31.9,17.1,37.9,8.1
12/8/18,19.6,10.9,37.9,6
12/9/18,20.9,10.9,34,5
12/10/18,25.5,12,34,5.4
12/11/18,20.2,10,33.1,4.9
12/12/18,22.4,10,32,6
12/13/18,17.5,7,30.9,4.4
12/14/18,30.9,24.1,41,3.8
12/15/18,42.3,23,50,6
12/16/18,33,25,50,6
12/17/18,34,25,39.9,7.6
12/18/18,28.8,23,36,14.1
12/19/18,24.9,17.1,37,3.6
12/20/18,27.5,17.1,41,1.4
12/21/18,40.9,17.1,54,10.5
12/22/18,49.7,37,55.4,12.3
12/23/18,31.2,28,37,7.6
12/24/18,26.3,19.9,36,4.1
12/25/18,28.8,19.9,36,5.9
12/26/18,23.5,14,36,5.3
12/27/18,26.9,14,36,4.5
12/28/18,32.5,19.9,43,5.4
12/29/18,38.9,26.1,50,7.7
12/30/18,24.7,19.9,34,6.2
12/31/18,30.8,19.9,39.9,3.1
1/1/19,40.4,27,50,11.2
1/2/19,26.6,21.9,50,6
1/3/19,27.8,21.9,35.1,3.1
1/4/19,32.8,23,43,5.8
1/5/19,32.7,25,43,4.7
1/6/19,34.3,26.1,39.9,7.6
1/7/19,20.7,14,39.9,12.1
1/8/19,22.8,17.6,30.2,4.4
1/9/19,33.4,18,36,5.7
1/10/19,32.3,25,36,7.9
1/11/19,19.2,12.9,34,11.9
1/12/19,12,5,24.1,8.7
1/13/19,14.8,5,27,1.8
1/14/19,16.6,7,28,4.3
1/15/19,21.8,9,35.1,4.7
1/16/19,28.8,12.9,37,4.7
1/17/19,19.9,9,37,7.1
1/18/19,22.3,9,32,3.1
1/19/19,23.5,16,32,7.2
1/20/19,11.4,7,26.1,11.5
1/21/19,9,1.9,19,12.3
1/22/19,10.7,1,23,11.8
1/23/19,23.3,1,36,6.1
1/24/19,42.7,34,50,11
1/25/19,37,28,50,8
1/26/19,25.5,19.9,39,6.4
1/27/19,25.2,14,41,8.3
1/28/19,29.7,14,41,9.9
1/29/19,13,5,19.9,8.1
1/30/19,21.6,5,32,7.8
1/31/19,10.8,1,32,11
2/1/19,10.8,1,19.9,8.1
2/2/19,11.9,-2,26.1,4.7
2/3/19,20.3,-2,33.1,3.8
2/4/19,37.4,32,48.9,5.8
2/5/19,43.5,30,62.1,6.1
2/6/19,33.2,27,62.1,6.7
2/7/19,33.2,27,37,6.5
2/8/19,37.7,30.9,50,8.9
2/9/19,27.7,21.9,50,16.8
2/10/19,23.4,16,32,6.2
2/11/19,24.4,16,32,5.6
2/12/19,16.7,10,32,7.1
2/13/19,29.3,10,34,12.6
2/14/19,30.7,25,36,7.5
2/15/19,29.8,17.1,44.1,5.6
2/16/19,35.2,17.1,44.1,7.1
2/17/19,24.8,14,39,5.3
2/18/19,22.8,14,32,6.8
2/19/19,17.4,5,28,7.4
2/20/19,15.3,1.9,28,4.3
2/21/19,29.5,23,43,4.7
2/22/19,37,23,45,7.8
2/23/19,28.2,18,43,4.1
2/24/19,32.6,18,39.9,9
2/25/19,35,25,39.9,13.7
2/26/19,20.2,12.9,37.9,20.3
2/27/19,10.9,3.9,21.9,9.6
2/28/19,17.6,3.9,28.9,7
3/1/19,20.9,9,33.1,5
3/2/19,26.8,9,33.1,5.9
3/3/19,27.4,12.9,37.9,4.2
3/4/19,34.1,32,39.2,8.5
3/5/19,23.6,15.1,39,7
3/6/19,18,10,28.9,10.2
3/7/19,13.4,1.9,24.1,6.6
3/8/19,20.7,1.9,36,5.6
3/9/19,29.7,9,42.1,4.9
3/10/19,31.3,28,36,10
3/11/19,39.1,26.1,45,10.9
3/12/19,36,32,45,10.2
3/13/19,30,21,36,4.9
3/14/19,35.5,19.9,41,4.2
3/15/19,43.6,30.9,55,5.7
3/16/19,44.1,36,55,10.2
3/17/19,32.8,28,48.9,10.8
3/18/19,29.2,19.9,39,6.8
3/19/19,29.5,19.9,39,3.5
3/20/19,31.6,18,42.1,4.7
3/21/19,38.5,18,45,7
3/22/19,37.1,28,45,10.6
3/23/19,39.8,34,46.9,12.8
3/24/19,39.3,28,55,9.2
3/25/19,40,28,55,8.2
3/26/19,31.5,19,44.1,5.5
3/27/19,31.5,19,41,5.8
3/28/19,37,19.9,45,9.4
3/29/19,44.3,30,52,6.5
3/30/19,40.1,30.9,52,5.2
3/31/19,46.6,30.9,55,8.4
4/1/19,37.8,33.1,55,12.7
4/2/19,35.4,24.1,45,7.4
4/3/19,41.8,24.1,59,10.3
4/4/19,40.3,34,59,15.8
4/5/19,35.2,26.1,45,8.7
4/6/19,43.2,26.1,61,7.2
4/7/19,46.5,33.1,61,5
4/8/19,37.5,30.9,59,10.2
4/9/19,31.4,28.4,35.6,7.7
4/10/19,35.8,28.9,39.9,7.5
4/11/19,38.1,27,53.1,7.2
4/12/19,39.4,27,53.1,3.4
4/13/19,50.9,30,73,4.4
4/14/19,54.5,43,73,5.1
4/15/19,47.9,42.8,62.1,7.1
4/16/19,44.8,39.9,64,15.5
4/17/19,45.9,33.1,60.1,7.5
4/18/19,41.2,30,60.1,4.9
4/19/19,51.2,30,68,5.7
4/20/19,56.6,43,71.1,10.3
4/21/19,53.6,48.9,59,6.4
4/22/19,50.2,44.1,60.1,4
4/23/19,50,44.1,60.1,9.9
4/24/19,44.3,43,45,3.4
