date,temperature,temperature_min,temperature_max,wind_speed
1/1/14,11.6,0,21.9,5.9
1/2/14,4.2,-5.1,21.9,9.5
1/3/14,-1,-6,12,14.6
1/4/14,0.9,-14.1,21.9,4.1
1/5/14,17.9,6.1,30,3.2
1/6/14,38.5,26.6,48.9,7.5
1/7/14,21,8.1,50,14.6
1/8/14,10,3.9,28.9,10.4
1/9/14,16.5,3.9,26.1,4.3
1/10/14,15.5,3,30,3.3
1/11/14,34,28.9,46.9,4.1
1/12/14,45.3,28.9,51.1,11.1
1/13/14,37.1,28.9,51.1,6.7
1/14/14,42.4,28.9,45,7.9
1/15/14,37.9,28.9,45,4.2
1/16/14,32,27,45,3
1/17/14,36.2,27,41,2.8
1/18/14,30.2,25,41,3.5
1/19/14,30.4,25,33.1,6.5
1/20/14,30.9,27,37,8.8
1/21/14,12,1.9,37,7.5
1/22/14,9.2,1.9,17.1,12.4
1/23/14,8.4,-2.9,19,6.2
1/24/14,6.8,-2.9,19,5.2
1/25/14,20.1,-2.9,35.1,7.4
1/26/14,20.1,12,35.1,11.6
1/27/14,24.4,12,39.9,6.4
1/28/14,15.6,9,39.9,9.9
1/29/14,16,9,23,6.1
1/30/14,17.2,8.1,25,6.4
1/31/14,27.1,8.1,37.9,6.8
2/1/14,31.3,21,37.9,2.4
2/2/14,36.8,23,42.1,5.1
2/3/14,32.2,28,42.1,4.7
2/4/14,23.4,14,34,3.8
2/5/14,23.7,14,30.9,7.4
2/6/14,17.1,6.1,27,5.1
2/7/14,16,1,27,6.1
2/8/14,20.5,1,28.9,6.3
2/9/14,21,8.1,28.9,5.5
2/10/14,21.8,15.1,25,6.8
2/11/14,10.8,-6,25,4.8
2/12/14,11.9,-6,28.9,5.3
2/13/14,19.3,10,27,5.7
2/14/14,31.9,27,34,13.5
2/15/14,26.4,16,34,5
2/16/14,26.5,16,32,12.7
2/17/14,17.3,9,28.9,10.3
2/18/14,12.4,-2,25,4.6
2/19/14,24.8,-2,34,5.3
2/20/14,34.6,10,46.9,7.2
2/21/14,35.8,19.9,46.9,6.5
2/22/14,37.2,26.1,46,6.9
2/23/14,39.8,26.1,46.9,6.1
2/24/14,33.8,25,46.9,8.6
2/25/14,20.3,14,37.9,8.4
2/26/14,15.9,3.9,27,5.9
2/27/14,14.1,3,27,4.4
2/28/14,15.4,3,24.1,9.9
3/1/14,15.4,3,28.9,5.2
3/2/14,30.1,28,30.9,6
3/3/14,18.7,10.9,32,8.8
3/4/14,13.9,-2,26.1,4.6
3/5/14,19,15.1,26.1,6.5
3/6/14,15.8,1,30.9,4.8
3/7/14,19.7,1,34,5
3/8/14,29.5,17.1,46,3.6
3/9/14,30.1,16,46.9,5.6
3/10/14,29,23,36,4
3/11/14,37.5,26.1,48,6.2
3/12/14,35,30,48,5.6
3/13/14,22.4,15.1,37.9,15.6
3/14/14,18.5,5,33.1,6.6
3/15/14,38.9,32,48,7.7
3/16/14,30.6,19.9,48,12.4
3/17/14,17,10,37,5.9
3/18/14,21.2,10,32,4.1
3/19/14,27.6,10,37,3.9
3/20/14,37.3,33.1,46,8.4
3/21/14,37.2,32,46.9,12.4
3/22/14,30.9,19.9,41,6.6
3/23/14,32.6,19.9,41,9.9
3/24/14,19.8,10.9,37.9,10
3/25/14,21.9,9,35.1,6.4
3/26/14,29.3,26.1,34,15.1
3/27/14,26.5,16,39,11.7
3/28/14,38.3,34,46.9,6.5
3/29/14,42.9,32,50,5.7
3/30/14,37.1,32,50,13
3/31/14,34.5,32,39,16.2
4/1/14,40.4,32,50,12.8
4/2/14,34.2,26.1,50,3.8
4/3/14,36.8,25,50,4.7
4/4/14,35.8,25,50,5.8
4/5/14,40.9,25,53.1,10.3
4/6/14,42.1,30.9,53.1,10.1
4/7/14,42.4,28,55,4.4
4/8/14,45.2,28,55,6.4
4/9/14,44.9,32,53.1,8.4
4/10/14,38.9,26.1,53.1,8.9
4/11/14,51.9,42.1,69.1,8.7
4/12/14,55.8,42.1,69.1,8.2
4/13/14,45.4,39,66,6.4
4/14/14,48.1,37,64.9,7.2
4/15/14,52.1,37,64.9,12.7
4/16/14,38.2,28,55,12.2
4/17/14,31.6,21.9,41,7
4/18/14,33.9,21.9,42.1,4.7
4/19/14,42.4,24.1,57.9,7.9
4/20/14,41.3,28,57.9,8.1
4/21/14,43.9,28,55,7.9
4/22/14,48.8,34,60.1,5
4/23/14,50,39,60.1,7
4/24/14,47,39.9,59,17.8
4/25/14,48.7,37.9,60.1,10.2
4/26/14,43.6,37.9,60.1,5.9
4/27/14,42.8,39,53.1,5
4/28/14,46.6,39,57,10.9
4/29/14,44.8,39.9,57,10.8
4/30/14,41.1,39,48.9,7.6
5/1/14,45.2,39,57,6.6
5/2/14,54.4,39.9,66,6.6
5/3/14,53.6,39.9,66,7.2
5/4/14,50.7,39.9,64.9,6.3
5/5/14,52.2,39.9,63,10.9
5/6/14,50.6,39.9,63,7.8
5/7/14,51.4,37,64.9,8.3
5/8/14,53.4,37,68,5.4
5/9/14,48.9,39.9,68,5.2
5/10/14,55.5,46,73.9,3.6
5/11/14,67.7,48,75.9,9.3
5/12/14,65.2,48.9,81,6.2
5/13/14,50.5,46,73.9,7.4
5/14/14,48.4,43,55,6.8
5/15/14,54.9,45,66.9,5.7
5/16/14,58,48,66.9,8.2
5/17/14,57.9,52,68,10.4
5/18/14,56.5,48.2,68,6.8
5/19/14,53.6,45,69.1,9.2
5/20/14,57.2,45,69.1,9.5
5/21/14,59.2,46,69.1,5.1
5/22/14,51.5,46.9,66,4.5
5/23/14,51,46.9,60.1,3.8
5/24/14,53.4,50,63,4
5/25/14,54.3,50,63,3.8
5/26/14,61.4,50,77,6.5
5/27/14,55,46,77,6.7
5/28/14,47.1,46,63,9.2
5/29/14,49.6,39,62.1,5.1
5/30/14,50.9,39,64,4.9
5/31/14,53.2,41,64,4.7
6/1/14,56.9,45,70,4.9
6/2/14,60.9,45,73.9,5.1
6/3/14,60.6,46,73.9,5.5
6/4/14,52.5,50,69.1,4
6/5/14,55.2,50,62.1,2.8
6/6/14,62.7,51.1,75,8.1
6/7/14,68.8,51.1,82.9,8.7
6/8/14,72.1,55,82.9,5.7
6/9/14,70.1,57.9,84,3.5
6/10/14,67.8,57.9,84,5.8
6/11/14,61.2,48.9,73,5.1
6/12/14,59.9,48.9,69.1,5.1
6/13/14,56.3,55,64,6.9
6/14/14,61.5,55,75,5
6/15/14,66.1,55.9,75.9,9.7
6/16/14,64.7,52,75.9,8
6/17/14,65.7,52,75.9,4.7
6/18/14,72.3,55,82,11
6/19/14,72.2,60.1,82,9.6
6/20/14,63.4,51.1,81,9.7
6/21/14,60,46.9,72,6.4
6/22/14,61.9,46.9,72,4.6
6/23/14,62.7,48.9,73.9,4.5
6/24/14,64.3,50,73.9,8.3
6/25/14,68.8,60.1,82,6.3
6/26/14,64.7,60.1,82,9.1
6/27/14,65.8,53.1,78.1,6.3
6/28/14,68.2,52,84.9,3.3
6/29/14,70.7,52,84.9,5.5
6/30/14,72.3,57,84,6.1
7/1/14,75.7,62.1,84,7.4
7/2/14,75.3,68,84,7.4
7/3/14,71.2,64.9,84,3.8
7/4/14,69.2,64.9,79,4.2
7/5/14,65.9,59,77,11.7
7/6/14,74.1,59,84.9,9.6
7/7/14,72.6,63,84.9,6.9
7/8/14,75.2,63,82.9,7.7
7/9/14,74.3,64,84.9,9
7/10/14,72,64,84.9,5.7
7/11/14,68,57,80.1,5.4
7/12/14,67.4,55.9,77,4.8
7/13/14,69.4,55.9,77,7.1
7/14/14,73,62.1,84,7.9
7/15/14,71.6,64,84,7.1
7/16/14,67.7,64,80.1,5.9
7/17/14,69.3,64,77,4.6
7/18/14,67.4,55,79,4.2
7/19/14,66.7,55,79,3.3
7/20/14,66.6,55.9,77,2.8
7/21/14,64.5,54,75.9,4.5
7/22/14,69.3,54,82,5.2
7/23/14,77.4,59,87.1,7.6
7/24/14,70.6,64.9,87.1,6
7/25/14,67.5,55,80.1,4.6
7/26/14,70.1,55,80.1,5.5
7/27/14,66.6,57,80.1,4.9
7/28/14,67.4,60.1,73,5.2
7/29/14,67.2,62.1,75,7.1
7/30/14,65,57.9,75,4.7
7/31/14,64.8,59,73.9,5.5
8/1/14,68.6,59,78.1,4.7
8/2/14,68.7,61,78.1,4.5
8/3/14,64.1,55.9,75.9,3
8/4/14,65.6,55.9,75.9,3.2
8/5/14,70,57.9,81,4.5
8/6/14,70.3,61,81,5
8/7/14,64.1,57,80.1,5.5
8/8/14,67.4,55,81,7.1
8/9/14,69.4,55,81,4.2
8/10/14,69.3,59,81,4.1
8/11/14,69,57,81,3.9
8/12/14,65.9,57,81,5.5
8/13/14,66,61,73,10.9
8/14/14,67.4,61,75,8.5
8/15/14,61.4,52,75,3.8
8/16/14,64.4,52,73.9,4.9
8/17/14,66.6,55,75,4
8/18/14,64.8,57,75,6.1
8/19/14,62.3,48.9,73.9,4.5
8/20/14,64.9,48.9,77,3.9
8/21/14,63.5,52,77,2.1
8/22/14,63,54,72,6.1
8/23/14,62.9,55,71.1,4.5
8/24/14,66,53.1,81,2.3
8/25/14,72.4,53.1,84.9,4.5
8/26/14,70,59,84.9,4.7
8/27/14,75.2,59,88,7.1
8/28/14,71.7,64,88,8.6
8/29/14,62.2,52,78.1,7.1
8/30/14,60.6,51.1,70,6.6
8/31/14,70.1,51.1,84.9,7
9/1/14,73.4,62.1,84.9,4
9/2/14,69.5,62.1,82.9,3.6
9/3/14,74.1,62.1,82,7.6
9/4/14,67.3,55.9,82,5.6
9/5/14,71,55.9,82.9,4.5
9/6/14,75.5,60.1,87.1,7.1
9/7/14,66.9,60.1,87.1,4.3
9/8/14,60.4,50,75,4
9/9/14,57.2,48.9,69.1,5.3
9/10/14,59.8,48.9,66.9,5.2
9/11/14,62.4,55,66.9,5.7
9/12/14,61.3,53.1,68,7.5
9/13/14,51.9,43,66.9,6.5
9/14/14,56.4,43,64,6.3
9/15/14,51.9,41,64,4.7
9/16/14,55.2,41,64,3.2
9/17/14,54.8,43,66,3.1
9/18/14,57,43,71.1,4
9/19/14,47.9,37,55.9,6.5
9/20/14,48.8,36,62.1,6
9/21/14,62.2,54,70,6.6
9/22/14,64.3,53.1,72,8.6
9/23/14,54.3,41,72,6.4
9/24/14,53.4,41,69.1,4.3
9/25/14,52.2,42.1,64,2.4
9/26/14,56.6,42.1,73,2.6
9/27/14,64,43,84,3.4
9/28/14,64.3,50,84,2.2
9/29/14,61.4,52,80.1,5.9
9/30/14,55.5,52,70,6.1
10/1/14,57.3,52,60.1,6.8
10/2/14,56,50,62.1,7.6
10/3/14,52,42.1,62.1,4.8
10/4/14,56.7,42.1,62.1,5.5
10/5/14,61.1,54,66,7.7
10/6/14,52.1,39,66,4.7
10/7/14,61.2,55,66,9.6
10/8/14,65.3,55.9,75,9.2
10/9/14,57.1,46.9,75,8.8
10/10/14,53.1,42.1,64,6.5
10/11/14,47.3,39,64,3.1
10/12/14,48.8,36,63,5.2
10/13/14,50.5,35.1,64.9,3.9
10/14/14,62.9,55,72,6.7
10/15/14,66.7,55,75.9,6
10/16/14,65.9,62.1,75.9,7.6
10/17/14,65,60.1,73,7.9
10/18/14,61.4,55,73,6.5
10/19/14,52,46.9,70,8
10/20/14,46.2,35.1,57,6.3
10/21/14,50.1,35.1,55.9,2.8
10/22/14,50.2,45,55,12.1
10/23/14,50.5,48,53.6,16.8
10/24/14,50.6,48,54,10.5
10/25/14,53.4,42.1,66,4.6
10/26/14,52.7,42.1,66,5.8
10/27/14,50.2,42.1,63,7.9
10/28/14,49.4,42.1,61,4.7
10/29/14,54.8,45,63,3.6
10/30/14,50,37.9,63,4.5
10/31/14,43.9,34,59,2.8
11/1/14,42.4,34,53.1,9.8
11/2/14,38.1,35.1,44.1,16.2
11/3/14,41.3,33.1,53.1,14.5
11/4/14,42.2,28.9,53.1,3
11/5/14,51.9,28.9,66,3.9
11/6/14,46.4,39.9,66,3.3
11/7/14,46.1,39.9,51.1,11
11/8/14,39.7,28.9,48,8.3
11/9/14,45.2,28.9,55,4
11/10/14,42,30,57,3.1
11/11/14,44,30,57,3.8
11/12/14,51.1,33.1,57,2.2
11/13/14,43.3,30,57,3.6
11/14/14,37.2,30,48.9,4.9
11/15/14,31.1,21.9,43,5.1
11/16/14,30.9,21,42.1,3.4
11/17/14,37.9,21,42.1,5.4
11/18/14,35.6,28.9,41,8.5
11/19/14,29.6,24.1,41,10.1
11/20/14,33.7,24.1,44.1,6.3
11/21/14,30.8,25,44.1,11.8
11/22/14,28.3,21,39,8.4
11/23/14,44.6,37,57,7.4
11/24/14,49.8,37.9,60.1,7.2
11/25/14,59.5,37.9,64,9
11/26/14,41.5,33.8,50,6.8
11/27/14,33.9,32,45,11.8
11/28/14,29.1,25,37.9,6.9
11/29/14,23.4,10.9,32,2.6
11/30/14,33.7,10.9,46,3
12/1/14,47.5,41,59,6.3
12/2/14,32.4,28,43,7.6
12/3/14,30,25,36,7
12/4/14,36.3,25,41,8.3
12/5/14,24.3,16,39.9,5.2
12/6/14,31.2,16,36,6.1
12/7/14,32.4,19.9,37.9,12.1
12/8/14,16.1,10.9,21.9,8.7
12/9/14,27,10.9,39,9.2
12/10/14,37.8,37,39.2,13.2
12/11/14,38.5,34,42.1,6.1
12/12/14,35.2,32,42.1,4.6
12/13/14,34.8,32,41,7.2
12/14/14,38.4,32,46,7.6
12/15/14,33.4,25,46,2.8
12/16/14,33.6,25,42.1,2.8
12/17/14,39,37,42.8,7
12/18/14,39.8,37,45,6.9
12/19/14,33.7,26.1,45,6.3
12/20/14,28.9,23,39,5.4
12/21/14,26.1,21,35.1,6.8
12/22/14,33.7,21,39.9,4.5
12/23/14,37.1,30.9,41,6.1
12/24/14,37.9,35.1,41,5.6
12/25/14,43.1,37,53.1,6.7
12/26/14,44.6,37.9,53.1,8.9
12/27/14,39.9,28,52,4.2
12/28/14,43.9,28,52,5.2
12/29/14,36.3,26.1,50,7.1
12/30/14,23.1,16,41,4
12/31/14,18.8,10.9,28,5.8
1/1/15,23,10.9,32,6.5
1/2/15,30.8,18,37.9,9.9
1/3/15,20.9,14,37.9,5.2
1/4/15,27.6,14,35.1,7.1
1/5/15,32.9,18,41,14.8
1/6/15,11.8,7,18,6.7
1/7/15,12.9,3,25,6
1/8/15,2.5,-9,25,6.8
1/9/15,21.2,12,28.9,9.4
1/10/15,19.2,10,28.9,7.5
1/11/15,16.2,7,26.1,5.1
1/12/15,27.3,24.1,33.8,2.7
1/13/15,21.2,10.9,33.1,8.6
1/14/15,8.6,-6,30.9,3.5
1/15/15,25.3,21.9,28.9,6.6
1/16/15,25.6,16,37.9,8.6
1/17/15,9.8,-0.9,18,6.4
1/18/15,25.4,12.9,46,2.9
1/19/15,43.7,37,48.9,11.8
1/20/15,32.7,27,48.9,10.9
1/21/15,22.8,12,36,3.1
1/22/15,27,12,37.9,3.4
1/23/15,25.9,17.1,37.9,4.7
1/24/15,28.9,17.1,35.1,6.1
1/25/15,31.1,19.9,37,10.6
1/26/15,13.4,3.9,19.9,5.7
1/27/15,14.4,3,19.9,19.3
1/28/15,19.1,10.9,26.1,15.6
1/29/15,14.9,-2.9,30,3.2
1/30/15,26.7,21,32,2.3
1/31/15,19.8,12.9,32,18.3
2/1/15,12.6,-0.9,26.1,6
2/2/15,6.2,-0.9,26.1,10
2/3/15,11.5,0,19.9,9.6
2/4/15,14.8,-2,33.1,2.9
2/5/15,28.1,12,34,9.4
2/6/15,6.9,-9,34,4.5
2/7/15,18.3,10.9,28,5.7
2/8/15,15.4,8.1,28,9
2/9/15,10.9,9,21.9,11.9
2/10/15,17.1,10,30,8.6
2/11/15,16.9,10.9,30,6.8
2/12/15,12.8,3,23,3.5
2/13/15,13.9,3,19.9,8
2/14/15,5.2,-8,17.1,3
2/15/15,15.1,-8,19,16.6
2/16/15,6.8,-2.9,21,14.8
2/17/15,9.7,-2.9,21,3.9
2/18/15,19.8,0,30,2.6
2/19/15,27.5,21.2,32,6.1
2/20/15,13.4,7,33.1,12.6
2/21/15,14.1,-0.9,28,6.4
2/22/15,31.1,24.1,34,4
2/23/15,21.7,5,35.1,9.8
2/24/15,2.2,-11,15.1,6
2/25/15,21.3,12.9,34,7
2/26/15,18.5,12.9,34,6.3
2/27/15,17.5,9,27,4.1
2/28/15,12.9,-7.1,27,4.2
3/1/15,16.5,-7.1,30,4.4
3/2/15,27.7,19.9,36,9.2
3/3/15,22.8,8.1,36,7.4
3/4/15,35.6,26.6,46,9.1
3/5/15,32.4,19.9,46,10.8
3/6/15,15.3,3,23,7
3/7/15,25,1.9,37.9,6.5
3/8/15,29.3,12,39.9,4.7
3/9/15,34.6,12,44.1,8.9
3/10/15,37.6,25,46.9,6
3/11/15,45.6,25,55.9,9.3
3/12/15,35.1,27,55.9,14.5
3/13/15,26.6,15.1,41,5.4
3/14/15,34.5,32,37,3.1
3/15/15,33.6,27,37.9,12.6
3/16/15,32.3,23,45,11.2
3/17/15,34.5,23,45,4.8
3/18/15,24,19,28.9,18.9
3/19/15,22.5,16,32,14.1
3/20/15,24.5,12.9,34,5.5
3/21/15,31.8,28.9,36,4.4
3/22/15,26.8,19,36,14.7
3/23/15,20.8,12.9,35.1,10.9
3/24/15,26.2,12.9,39,5.9
3/25/15,31.7,15.1,42.1,3.8
3/26/15,41.6,37,48,6.2
3/27/15,42.5,37,48.9,4.4
3/28/15,37.5,32,48.9,8.5
3/29/15,32.4,21.9,41,6.9
3/30/15,34.8,21.9,41,7.3
3/31/15,40.3,30,48,10.4
4/1/15,36.2,26.1,48,8.9
4/2/15,33.6,23,46,4.8
4/3/15,50.1,23,66,5.3
4/4/15,43.7,34,48.2,8.6
4/5/15,36.1,23,48.9,11.2
4/6/15,35.5,23,48,6.1
4/7/15,38.9,27,46.9,4.5
4/8/15,35.7,28,46.9,6.6
4/9/15,32.5,28,42.1,10.4
4/10/15,35.9,33.1,39.2,4.8
4/11/15,45,34,54,10.4
4/12/15,48.6,28.9,68,5.4
4/13/15,51.1,28.9,68,5.5
4/14/15,57,33.1,70,9.3
4/15/15,53.1,37.9,70,8.6
4/16/15,46.3,28,64.9,7.1
4/17/15,52.3,44.1,66,8
4/18/15,51,39.9,66.9,6.2
4/19/15,46.3,36,57,7.6
4/20/15,41.9,36,57,7.2
4/21/15,50.6,36,63,8.3
4/22/15,49.1,35.1,63,7.3
4/23/15,47.5,35.1,60.1,10
4/24/15,43.2,35.1,54,9
4/25/15,42.8,32,55,8.7
4/26/15,47.4,32,55.9,5.3
4/27/15,50.8,39,57.9,9
4/28/15,51.6,43,63,15.8
4/29/15,53.6,44.1,63,6.8
4/30/15,51,41,60.1,4.9
5/1/15,48.1,41,60.1,5.2
5/2/15,45.2,37.9,55,4.7
5/3/15,49.3,37.9,62.1,5
5/4/15,57,39.9,75.9,4.8
5/5/15,69,63,75,8.6
5/6/15,60,42.1,75,5.8
5/7/15,64.6,42.1,84,6.3
5/8/15,54.4,45,84,9
5/9/15,49.5,44.1,59,6.4
5/10/15,65.5,44.1,82.9,5.9
5/11/15,62.3,50,82.9,6.7
5/12/15,57.1,46.9,82,5.6
5/13/15,61.6,46.9,82,13
5/14/15,54.6,39.9,68,7.8
5/15/15,56.4,39.9,70,5.7
5/16/15,54.9,43,70,3.5
5/17/15,58,48,73.9,4.6
5/18/15,53.3,48,73.9,7.2
5/19/15,54.5,48,64.9,6.2
5/20/15,61.4,48.9,66.9,9.7
5/21/15,55,39,69.1,7.5
5/22/15,58.2,39,69.1,5.7
5/23/15,52.6,39,66.9,11.2
5/24/15,64.3,39,82.9,9.6
5/25/15,70.7,50,84,6.2
5/26/15,69.5,55,91,6.9
5/27/15,72.5,57.9,91,7.1
5/28/15,70.9,63,80.1,6.6
5/29/15,68.7,60.8,75.9,6.1
5/30/15,65,54,84,6.8
5/31/15,64.2,51.1,84,7.6
6/1/15,50.1,48,52,8.9
6/2/15,47,44.6,50,8
6/3/15,51.1,45,61,3.3
6/4/15,52.2,45,61,3.5
6/5/15,51,43,60.1,4.8
6/6/15,59.4,43,73,6.1
6/7/15,58.5,43,73,6.4
6/8/15,57.3,43,66.9,10.5
6/9/15,61.8,53.1,68,9
6/10/15,68.8,57.9,91,8.5
6/11/15,71.8,60.1,91,9.1
6/12/15,71.1,60.1,86,5.3
6/13/15,69.1,59,84.9,7.2
6/14/15,67.9,55.9,84.9,5.7
6/15/15,57.8,55,62.1,4.9
6/16/15,57.4,53.6,61,2.8
6/17/15,64.5,55.9,75,5.7
6/18/15,61.2,50,75,5
6/19/15,67,50,80.1,7.6
6/20/15,61.8,48.9,80.1,6.8
6/21/15,62.1,48.9,72,5.7
6/22/15,64.6,57.9,72,4.6
6/23/15,61.6,57.9,72,4.5
6/24/15,69.7,55.9,82,5.2
6/25/15,67.9,55.9,82,5.4
6/26/15,63.5,55.9,78.1,4.2
6/27/15,60.2,48.9,70,3.6
6/28/15,57.1,48.9,70,10.2
6/29/15,58.1,51.1,69.1,6.2
6/30/15,67.3,51.1,75,3.6
7/1/15,63.4,60.1,75,4
7/2/15,68.8,60.1,78.1,8.3
7/3/15,67.6,54,80.1,4.7
7/4/15,63.4,53.1,80.1,2.7
7/5/15,67.7,53.1,82,3.6
7/6/15,71.3,55,82,4
7/7/15,68.3,57.9,82,5.4
7/8/15,74.2,57.9,84,6.3
7/9/15,65.7,57.9,84,4.4
7/10/15,70.3,57.9,84,5.9
7/11/15,72.8,60.1,87.1,7.6
7/12/15,77.1,60.1,90,4.9
7/13/15,73.8,64,90,4.7
7/14/15,66.7,60.1,78.1,3.7
7/15/15,71,60.1,82,5.7
7/16/15,65,55,82,8.2
7/17/15,64,51.1,75.9,3.8
7/18/15,65.2,51.1,73.9,5.9
7/19/15,70.3,63,81,3.2
7/20/15,71.4,62.1,84,4.9
7/21/15,65.3,60.8,72,3.9
7/22/15,68.8,57,82,6.7
7/23/15,67.5,57,82,3.9
7/24/15,66.5,55,78.1,5.2
7/25/15,62.3,55,75.9,5.7
7/26/15,62.2,59,66.9,4.6
7/27/15,67.6,59,77,3.8
7/28/15,70.5,62.1,82.9,3.7
7/29/15,74.7,62.1,88,4.3
7/30/15,74.3,63,88,3.3
7/31/15,76.6,66,86,8.2
8/1/15,73.9,60.1,86,5.8
8/2/15,71.5,60.1,86,6.3
8/3/15,72.1,61,81,7.7
8/4/15,69.8,61,81,4.8
8/5/15,69,57,82,6.6
8/6/15,68.7,55.9,82,7
8/7/15,65.9,53.1,80.1,4.6
8/8/15,66.8,53.1,80.1,2.8
8/9/15,66.9,54,80.1,4.9
8/10/15,66.9,57,77,4.6
8/11/15,65.8,57,77,9.4
8/12/15,69.1,64,80.1,5.4
8/13/15,68.3,57.9,80.1,4.2
8/14/15,68.6,55.9,80.1,6
8/15/15,72.7,55.9,84.9,3.9
8/16/15,74.4,61,84.9,2.8
8/17/15,76.2,64.9,89.1,4
8/18/15,75.9,64.9,89.1,3.8
8/19/15,74.5,66,86,4.6
8/20/15,70.5,66.2,73.9,6.4
8/21/15,69.4,66.2,72,4.6
8/22/15,71.4,66.9,78.1,5.5
8/23/15,67.7,64,78.1,4.1
8/24/15,70,64.9,79,3.1
8/25/15,68.9,66,79,4.7
8/26/15,71.7,66.9,80.1,5
8/27/15,70.1,61,80.1,5.7
8/28/15,66.1,55,79,5.3
8/29/15,65.8,55,77,4
8/30/15,70,55,81,3
8/31/15,72.9,60.1,86,5.7
9/1/15,70.8,61,86,5.4
9/2/15,69.5,57,84,3
9/3/15,73.5,57,86,3.1
9/4/15,67.8,60.1,86,6.2
9/5/15,62.8,48.9,78.1,3.9
9/6/15,67,48.9,82,3.7
9/7/15,75.3,54,91.9,6.4
9/8/15,79.8,60.1,91.9,4.8
9/9/15,74.3,64.9,89.1,5.6
9/10/15,72.9,64.9,86,5.3
9/11/15,65.4,60.1,78.1,9.7
9/12/15,62.4,51.1,73.9,4.2
9/13/15,60.7,51.1,73.9,6.8
9/14/15,63.6,57,73,8.1
9/15/15,68.7,57,82.9,6.8
9/16/15,70.5,57,84.9,5.3
9/17/15,70.4,59,84.9,3.2
9/18/15,69.2,57.9,82.9,3.2
9/19/15,66.6,57,82.9,5.5
9/20/15,66.6,57,75,8.6
9/21/15,57,44.1,72,4.8
9/22/15,56.1,44.1,69.1,3
9/23/15,58.7,45,73.9,2.6
9/24/15,62,45,73.9,4.4
9/25/15,55.7,50,73.9,4.3
9/26/15,53.1,42.1,63,4.4
9/27/15,50.9,35.1,66.9,4.3
9/28/15,60.3,35.1,73.9,6
9/29/15,66.6,62.6,73,5.7
9/30/15,64.2,57.2,69.8,9.1
10/1/15,56.3,50,69.1,12
10/2/15,51.6,46.9,70,10.8
10/3/15,50.6,45,57.9,11.9
10/4/15,48.3,39.9,57.9,7.5
10/5/15,47.8,35.1,61,3.3
10/6/15,53.1,35.1,69.1,2.8
10/7/15,52.9,39.9,69.1,3.6
10/8/15,52.7,41,66.9,4.8
10/9/15,48.6,39,63,3.4
10/10/15,50,39,59,8.2
10/11/15,52.9,39.9,68,6.2
10/12/15,58.1,44.1,70,4.3
10/13/15,57.3,44.1,70,3
10/14/15,59.9,48.9,68,8.2
10/15/15,48,35.1,68,5
10/16/15,51.6,35.1,61,7.4
10/17/15,44,34,61,6.5
10/18/15,36.6,27,57,8.7
10/19/15,34.6,23,48,5.3
10/20/15,48.5,39.9,64.9,7.7
10/21/15,52.6,39.9,66,5.9
10/22/15,55.3,48,64.9,4.9
10/23/15,48.6,39,64.9,9.4
10/24/15,39.2,28.9,54,3.6
10/25/15,51.7,44.1,62.1,6.4
10/26/15,46.8,35.1,62.1,5.8
10/27/15,39.4,28,54,2.7
10/28/15,40.2,28,52,5.3
10/29/15,61.1,50,72,12.4
10/30/15,51.8,39,73,10.6
10/31/15,38.8,28,50,4
11/1/15,49.3,45,57.9,4.3
11/2/15,53.5,44.1,64,6.7
11/3/15,47.8,35.1,64,2.5
11/4/15,48.9,35.1,64,2.8
11/5/15,49.9,35.1,68,2
11/6/15,56,39,68,3.5
11/7/15,60.1,48,69.1,10.4
11/8/15,46.1,37,64.9,8.5
11/9/15,42,27,57.9,3.5
11/10/15,40.9,27,57.9,2.5
11/11/15,44.8,28.9,53.1,9.4
11/12/15,44,39,48.9,5.1
11/13/15,52.3,39,60.1,10.9
11/14/15,43.8,35.1,60.1,13.3
11/15/15,37.4,26.1,53.1,5.6
11/16/15,39.5,26.1,54,4.6
11/17/15,36.6,28,54,6.9
11/18/15,33.2,19.9,46.9,2.7
11/19/15,41.1,19.9,51.1,3.9
11/20/15,53.6,46,59,9.8
11/21/15,38.6,28,59,3.7
11/22/15,35.4,28,46,3.1
11/23/15,37.7,28,42.1,11.8
11/24/15,28.9,18,42.1,4.2
11/25/15,32.4,18,42.1,2.6
11/26/15,37.2,25,51.8,4.4
11/27/15,51.9,46.4,60.1,8
11/28/15,48.3,39,61,6.7
11/29/15,32.6,24.1,41,4.3
11/30/15,27.4,19,41,5.4
12/1/15,28.8,19,37.9,2
12/2/15,39,35.1,44.6,3.3
12/3/15,41.9,36,45,6.3
12/4/15,37.4,26.1,46.9,4.7
12/5/15,36.3,25,51.1,2.3
12/6/15,35.6,24.1,51.1,1.9
12/7/15,37.5,24.1,57,2.8
12/8/15,35.8,32,41,6.4
12/9/15,34.7,30.9,39,3.6
12/10/15,46.4,32,53.1,5.9
12/11/15,44.1,37.9,53.1,2.4
12/12/15,44.5,33.8,57,3
12/13/15,40.9,34,57,2
12/14/15,43.1,36,46.9,2.8
12/15/15,46.3,39.9,55.9,7.6
12/16/15,36,28.9,55.9,6.3
12/17/15,38.1,27,48.9,3.6
12/18/15,44.5,28.9,50,4.1
12/19/15,35.4,28.9,46,9.3
12/20/15,32.2,28,39.9,9.6
